101 Dalmatians | 101 dalmatians | m.018gq3 | film.film.story_by | m.018k1r | Dodie Smith | Who wrote the 1956 novel ‘101 Dalmatians’? | Dodie Smith
Time Transfixed | time transfixed | m.02pj7gv | visual_art.artwork.artist | m.06h88 | Rene Magritte | Time Transfixed is a work by which painter? | Rene Magritte
Time Warp | time warp | m.0lc5hkm | music.release_track.release | m.03618g0 | The Rocky Horror Picture Show | Time Warp and Dammit Janet are songs from which 1975 musical film? | The Rocky Horror Picture Show
Time Warp | time warp | m.0pq7ct | music.recording.releases | m.03618g0 | The Rocky Horror Picture Show | Time Warp and Dammit Janet are songs from which 1975 musical film? | The Rocky Horror Picture Show
Timon | timon | m.0c31r0 | fictional_universe.fictional_character.species | m.01djxm | Meerkat | What kind of creature is Timon in The Lion King? | Meerkat
Tim Rice | tim rice | m.0178rl | theater.theatrical_lyricist.play_lyrics_written | m.0f8yt_ | The Likes of Us | Andrew Lloyd Webber and Tim Rice first worked together on which musical? | The Likes of Us
Tin Cup | tin cup | m.01h0_h | film.film.directed_by | m.05q8sd | Ron Shelton | Who directed the 1996 golf movie ‘Tin Cup’? | Ron Shelton
Tin Cup | tin cup | m.01h0_h | film.film.written_by | m.05q8sd | Ron Shelton | Who directed the 1996 golf movie ‘Tin Cup’? | Ron Shelton
Tin Cup | tin cup | m.01h0_h | media_common.netflix_title.netflix_genres | m.037hz | Golf | What sport was the subject of the 1996 film `Tin Cup` starring Kevin Costner? | Golf
Tintoretto | tintoretto | m.01xtzs | people.deceased_person.place_of_death | m.07_pf | Venice | Tintoretto did most of his painting in what city | Venice
Tintoretto | tintoretto | m.01xtzs | people.person.place_of_birth | m.07_pf | Venice | Tintoretto did most of his painting in what city | Venice
Tiny Tim | tiny tim | m.0f_rb_ | book.book_character.appears_in_book | m.0js1m | A Christmas Carol | Which Charles Dickens novel featured the character of Tiny Tim? | A Christmas Carol
Tirana | tirana | m.07m_f | base.biblioness.bibs_location.country | m.0jdx | Albania | Tirana is the capital of which European country? | Albania
Tirana | tirana | m.07m_f | location.location.containedby | m.0jdx | Albania | Tirana is the capital of which European country? | Albania
Titania | titania | m.01g39l | astronomy.orbital_relationship.orbits | m.0c3ss | Uranus | Titania is the largest moon of which planet? | Uranus
Titanic | rms titanic | m.06l72 | boats.ship.place_built | m.01l63 | Belfast | In which city was the Titanic built? | Belfast
Titanium | titanium | m.0h3w9gm | music.composition.composer | m.03ks26 | Sia | Who featured on the 2012 David Guetta hit “Titanium”? | Sia
Titanium | titanium | m.0h3w9gm | music.composition.lyricist | m.03ks26 | Sia | Who featured on the 2012 David Guetta hit “Titanium”? | Sia
Titanium | titanium | m.0q8fwtn | music.album.featured_artists | m.03ks26 | Sia | Who featured on the 2012 David Guetta hit “Titanium”? | Sia
Titanium | titanium | m.0rfl0vj | music.recording.artist | m.03ks26 | Sia | Who featured on the 2012 David Guetta hit “Titanium”? | Sia
Titanium | titanium | m.0rfl0vj | music.recording.featured_artists | m.03ks26 | Sia | Who featured on the 2012 David Guetta hit “Titanium”? | Sia
Titanium | titanium | m.0y81cwc | music.music_video.artist | m.03ks26 | Sia | Who featured on the 2012 David Guetta hit “Titanium”? | Sia
Titan | titan | m.03fn04j | music.release.track_list | m.0lzzjs8 | Saturn | Titan and Pandora are moons of which planet? | Saturn
Titan | titan | m.03fn04j | music.release.track | m.0f1d5g2 | Saturn | Titan and Pandora are moons of which planet? | Saturn
Titan | titan | m.0crcf | astronomy.orbital_relationship.orbits | m.0c3s8 | Saturn | Titan and Pandora are moons of which planet? | Saturn
Tito | tito jackson | m.01s9b9 | people.person.parents | m.051y29 | Joe | Which of the following is not one of Michael Jackson`s brothers? Joe, Marlon or Tito? | Joe
Tito | tito | m.01s9b9 | people.person.parents | m.051y29 | Joe | Which of the following is not one of Michael Jackson`s brothers? Joe, Marlon or Tito? | Joe
Tittybong | tittybong, victoria | m.05yyhr | location.location.containedby | m.0chgr2 | Victoria | In which Australian state is Tittybong | Victoria
Titus Andronicus | titus andronicus | m.0g5k6 | theater.play.characters | m.0j1f32v | Marcus | What is the first name of Titus Andronicus’ brother? | Marcus
Titus Andronicus | titus andronicus | m.0g5k6 | theater.play.characters | m.0j1f389 | Tamora | What is the name of the Queen of the Goths in the Shakespeare play ‘Titus Andronicus’? | Tamora
Titus Andronicus | titus andronicus | m.0g5k6 | theater.play.characters | m.0j1f389 | Tamora | Who is the Queen of the Goths in Titus Andronicus? | Tamora
Titus | titus | m.0fcqj | people.person.place_of_birth | m.06c62 | Rome | In which European city is the Arch of Titus | Rome
Tivoli gardens | tivoli gardens | m.011kbv | location.location.containedby | m.0k6nt | Denmark | In which country are Tivoli gardens? | Denmark
Tivoli | tivoli | m.011kbv | location.location.containedby | m.0k6nt | Denmark | In which country are Tivoli gardens? | Denmark
TNT | t.n.t. | m.0mpp08 | music.recording.artist | m.0134s5 | ACDC | “High Voltage” and “TNT” were the first two releases by which band? | ACDC
TNT | t.n.t. | m.0vsmcvt | music.album.artist | m.0134s5 | ACDC | “High Voltage” and “TNT” were the first two releases by which band? | ACDC
Tobacco Road | tobacco road | m.02x5ztk | film.film.story_by | m.02htgb | Erskine Caldwell | Who wrote the 1932 novel ‘Tobacco Road’? | Erskine Caldwell
Tobacco Road | tobacco road | m.04ybl60 | book.written_work.author | m.02htgb | Erskine Caldwell | Who wrote the 1932 novel ‘Tobacco Road’? | Erskine Caldwell
To be or not to be | to be or not to be | m.0102c5j8 | music.release_track.release | m.010229d7 | Hamlet | In which Shakespeare play does the line `To be or not to be, that is the question` appear? | Hamlet
to be or not to be | to be or not to be | m.016_c1y | music.recording.releases | m.04017w1 | Hamlet | Which Shakespearian character famously said `to be or not to be, that is the question`? | Hamlet
To be or not to be | to be or not to be | m.048dcw9 | media_common.quotation.source | m.03j9w | Hamlet | In which Shakespeare play does the line `To be or not to be, that is the question` appear? | Hamlet
to be or not to be | to be or not to be | m.048dcw9 | media_common.quotation.source | m.03j9w | Hamlet | Which Shakespearian character famously said `to be or not to be, that is the question`? | Hamlet
To be or not to be | to be or not to be | m.048dcw9 | media_common.quotation.spoken_by_character | m.0261d9m | Hamlet | In which Shakespeare play does the line `To be or not to be, that is the question` appear? | Hamlet
to be or not to be | to be or not to be | m.048dcw9 | media_common.quotation.spoken_by_character | m.0261d9m | Hamlet | Which Shakespearian character famously said `to be or not to be, that is the question`? | Hamlet
to be or not to be | to be or not to be | m.0krzvvp | music.release_track.release | m.031cvn8 | Hamlet | Which Shakespearian character famously said `to be or not to be, that is the question`? | Hamlet
To be or not to be | to be or not to be | m.0mqdwh | music.recording.releases | m.037s3f5 | Hamlet | In which Shakespeare play does the line `To be or not to be, that is the question` appear? | Hamlet
Tobermory | tobermory, mull | m.02cnls1 | common.image.appears_in_topic_gallery | m.024_l_ | Mull | The town of Tobermory is on which Scottish island? | Mull
Tobermory | tobermory, mull | m.02cnls1 | common.image.appears_in_topic_gallery | m.024_l_ | Mull | Tobermory is the only town on which Scottish island? | Mull
Toby Belch | sir toby belch | m.06m1vq | book.book_character.appears_in_book | m.02_tkj | Twelfth Night | Sir Toby Belch is a character in which Shakespeare play? | Twelfth Night
Toby Belch | sir toby belch | m.06m1vq | theater.theater_character.plays_appears_in | m.02_tkj | Twelfth Night | Sir Toby Belch is a character in which Shakespeare play? | Twelfth Night
Toby Maguire | tobey maguire | m.015pkc | film.producer.films_executive_produced | m.0298n7 | Seabiscuit | What is the name of the race horse and the title of a 2003 film starring Jeff Bridges as the owner, and Toby Maguire as the jockey? | Seabiscuit
To Catch a Thief | to catch a thief | m.01jntj | film.film.directed_by | m.0j_c | Alfred Hitchcock | Who directed the 1955 film ‘To Catch a Thief’? | Alfred Hitchcock
To Catch a Thief | to catch a thief | m.01jntj | film.film.produced_by | m.0j_c | Alfred Hitchcock | Who directed the 1955 film ‘To Catch a Thief’? | Alfred Hitchcock
Tod | tod | m.065qg9l | fictional_universe.fictional_character.species | m.02r5q6 | Fox | What type of animal is Beatrix Potter’s Mr Tod? | Fox
Tokelau | tokelau | m.07f9q | location.administrative_division.country | m.0ctw_b | New Zealand | Tokelau is a dependency of which country? | New Zealand
To Kill a Mockingbird | to kill a mockingbird | m.04vx9rt | book.book_edition.author_editor | m.01bq7x | Harper Lee | Who wrote To Kill a Mockingbird | Harper Lee
To Kill a Mockingbird | to kill a mockingbird | m.0ccck7 | film.film.story_by | m.01bq7x | Harper Lee | Who wrote To Kill a Mockingbird | Harper Lee
To Kill a Mockingbird | to kill a mockingbird | m.0jqbz | book.written_work.author | m.01bq7x | Harper Lee | Who wrote To Kill a Mockingbird | Harper Lee
Tolkein | j. r. r. tolkien | m.041h0 | fictional_universe.fictional_character_creator.fictional_characters_created | m.0dz8q | Gandalf | What is the name of the wizard and Leader of the Fellowship of the Ring in Tolkein’s ‘The Lord of the Rings’? | Gandalf
Toluca | toluca | m.047gmly | location.administrative_division.second_level_division_of | m.0b90_r | Mexico | Monterrey, Puebla and Toluca are cities in which country? | Mexico
Toluca | toluca | m.047gmly | location.location.containedby | m.01gfhk | Mexico | Monterrey, Puebla and Toluca are cities in which country? | Mexico
Tom Collins | tom collins | m.07qq8 | food.dish.ingredients | m.03dg3 | Gin | Which spirit is traditionally used to make a Tom Collins cocktail? | Gin
Tom Jones | tom jones | m.017_sf | book.written_work.author | m.03j7p | Henry Fielding | Which 18th Century novelist wrote ‘The History of Tom Jones, A Foundling’? | Henry Fielding
Tom Jones | tom jones | m.04vx9xy | book.book_edition.author_editor | m.03j7p | Henry Fielding | Which 18th Century novelist wrote ‘The History of Tom Jones, A Foundling’? | Henry Fielding
Tom Jones | tom jones | m.0cg9y | music.artist.album | m.0q8f7p7 | Thunderball | Which Bond film featured a theme tune sung by Tom Jones? | Thunderball
Tom Jones | tom jones | m.0cg9y | music.artist.track | m.0f56vfc | Thunderball | Which Bond film featured a theme tune sung by Tom Jones? | Thunderball
Tom Jones | tom jones | m.0cg9y | music.featured_artist.recordings | m.0mgy27 | Thunderball | Which Bond film featured a theme tune sung by Tom Jones? | Thunderball
Tom Jones | tom jones | m.0p4v_ | film.film.written_by | m.03j7p | Henry Fielding | Which 18th Century novelist wrote ‘The History of Tom Jones, A Foundling’? | Henry Fielding
Tom Jones | tom jones | m.0q77nx4 | music.release.track_list | m.0tn5kdz | Thunderball | Which Bond film featured a theme tune sung by Tom Jones? | Thunderball
Tom Kitten | the tale of tom kitten | m.04vh0rv | book.book_edition.author_editor | m.01fm2 | Beatrix Potter | Which children`s author wrote about the characters Squirrel Nutkins and Tom Kitten? | Beatrix Potter
Tom Kitten | the tale of tom kitten | m.0c4xbl | book.written_work.author | m.01fm2 | Beatrix Potter | Which children`s author wrote about the characters Squirrel Nutkins and Tom Kitten? | Beatrix Potter
Tommy Iommi | tony iommi | m.0238lz | music.composer.compositions | m.06bq3w | Black Sabbath | Tommy Iommi played guitar in which seminal Rock band? | Black Sabbath
Tommy Iommi | tony iommi | m.0238lz | music.lyricist.lyrics_written | m.06bq3w | Black Sabbath | Tommy Iommi played guitar in which seminal Rock band? | Black Sabbath
Tommy Lee | tommy lee | m.07g2v | music.group_member.instruments_played | m.02hnl | Drums | Tommy Lee plays which instrument in the band Motley Crue? | Drums
Tommy Lee | tommy lee | m.07g2v | people.person.profession | m.09lbv | Drums | Tommy Lee plays which instrument in the band Motley Crue? | Drums
Tommy | tommy | m.01kn0l7 | music.album.artist | m.01v0sxx | The Who | What band provided the music for the musical `Tommy`? | The Who
Tommy | tommy | m.04jpk2 | film.film.music | m.01v0sxx | The Who | What band provided the music for the musical `Tommy`? | The Who
Toncontin Airport | toncontín international airport | m.035pts | location.location.containedby | m.03h2c | Honduras | Toncontin Airport is found in which South American country? | Honduras
Toni Ardens | toni arden | m.07d05g | music.artist.track | m.0nl0wgn | Padre | What as the title of Toni Ardens biggest hit and only million seller? | Padre
Tonight, Tonight, Tonight | tonight, tonight, tonight | m.03xwjx0 | music.album.artist | m.0dtd6 | Genesis | Who had a hit in 1987 with the single `Tonight, Tonight, Tonight`? | Genesis
Tonight, Tonight, Tonight | tonight, tonight, tonight | m.0f3snh | music.composition.composer | m.0140t7 | Genesis | Who had a hit in 1987 with the single `Tonight, Tonight, Tonight`? | Genesis
Tonight, Tonight, Tonight | tonight, tonight, tonight | m.0l_y98 | music.recording.producer | m.0dtd6 | Genesis | Who had a hit in 1987 with the single `Tonight, Tonight, Tonight`? | Genesis
Tonight, Tonight, Tonight | tonight, tonight, tonight | m.0xf5gl | music.recording.artist | m.0dtd6 | Genesis | Who had a hit in 1987 with the single `Tonight, Tonight, Tonight`? | Genesis
Tony Blair | tony blair | m.0948xk | people.person.place_of_birth | m.02m77 | Edinburgh | Former UK Prime Minister Tony Blair was born in which British city? | Edinburgh
Tony Christie | tony christie | m.01wf0wf | music.artist.track | m.01b6t58 | Amarillo | US singer Tony Christie sang ‘Is This the Way to – ‘where’ in 1971? | Amarillo
Tony Christie | tony christie | m.01wf0wf | music.featured_artist.recordings | m.01b5lpq | Amarillo | US singer Tony Christie sang ‘Is This the Way to – ‘where’ in 1971? | Amarillo
